id,title,summary,publication_date,district,crime_type,source,url
90,Ocupan más de ocho mil gramos de droga y arrestan a 28 personas en Santiago - Diario Libre,Ocupan más de ocho mil gramos de droga y arrestan a 28 personas en Santiago Diario Libre,2026-06-22,Santiago,Narcotráfico,Diario Libre,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQcVBWNWtjek9NQkNYTjZmMXQ1Wk1QbDRaTFRabkVjUjdoSjVmZjdaMDB4cks3TG9PeUltb2owNlh4dW54bkVMV2RlVnN1dXNGd3ZmaVRGOEFOakJFNDVqSUluQWFuaDFkSkpOT2cydzhrSnl3T1ByakpPSjlBMDZTVjY5Z3RnZzN3RGtWeXJ5d1VXTGc2UlVOS0dObVY1ejNoZ003a2trY0kxTTgzbmVCQ0ZHbURnd3RuT29pakhTUkMyN0R2VUEtMtIBzgFBVV95cUxNUmdfV0xlZzJZZ1pIR2NrRElyUHg5N1dCSVY1aDRybUhrRVRVM1NQYzk1d0NZV1pOdlIyREwxYlR5U3plUzBNSEVJZGFGdE44WTRzYWxNRnNfQzJhRkhCZkNkVlNybkhzcDI4SDhJRjhFdzI4aVFUczlETnh2QWtoSVpqMU5PclYzQU5XTktzQ011WjBwUGtzQl9kVXgtZ3ZJZHZRMVlaSmkxNFBvY1BtTGozbUl0aTZQV19vdXItV3U5TmEtZGFPVTQ3aG4tZw?oc=5
91,"Golpe al microtráfico en Santiago: incautan drogas, dinero y apresan a 11 sospechosos - El Nacional — La voz de todos","Golpe al microtráfico en Santiago: incautan drogas, dinero y apresan a 11 sospechosos El Nacional — La voz de todos",2026-06-04,Santiago,Narcotráfico,El Nacional — La voz de todos,https://news.google.com/rss/articles/CBMizgFBVV95cUxPNEpDS0Voc20wTkdpcnFCcEJUZFJacE9JVVNqMFRYRkZqM3RfVzI0N3VXUnZHOXBtYmNuNkEwa0dNS0ExaThjblUwZ0JkSWdLUXp2d19lWE1rU1NuU1Y3V2VTMU1aZ0dBbmtwQ1Q3VEhRdzVNaWZ6T2RHRVRLZGJmSlZtZTdhb2ZrMXd5d29TNlVnaWNScWtHNENPeFJyX3VLNHNXWUZKSGNCMDlmN29VSDBmV0NNN2NiUXR0WXVBWjRVejFFSHdtSE83dVI3UdIB0wFBVV95cUxOZGtHclIwZ2lOZFVWZTJ2T0JZckdrU05WSEpnOGtXNnBPU3ZxOHNCVWxWbjNDMmRHTEFDSzN1NDdneU1WV2M0d2llYnZxUkZBSGFKTFhhQXBTTXFQRzNMQ0N6ellLN2R0RjNZR0h3cjVhaEIxcFRPQWlPSFFhU3RiZy1aempYYmZRWXlSWWdqVldXZTNiLVoxQmhHWnozNzJXUTBGS2hEbUs1YS1VWnpsS2JTZTJOUGVVOF9YQ0tSRFNvVzZnME9LLTNvbTNCY2N2OGxj?oc=5
92,"DNCD y MP incautan más de 10,000 gramos de drogas y 45 arrestos en Santiago - DiarioDigitalRD","DNCD y MP incautan más de 10,000 gramos de drogas y 45 arrestos en Santiago DiarioDigitalRD",2026-06-15,Santiago,Narcotráfico,DiarioDigitalRD,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQV0ljTVczbVk3YVZfUjRwcHp2ZDc4WXh4ZlZhcTc0NXozT2FxRTc2QTk0elF2c2F1Y3R5QkdsWl91MTVqbkl5NFFwZ0t2UVhEbVJMXzlyZ094b1FYbjctb3Q4R3N2MzRDZE9kaXRSOG5SLWRBbDhNdDM2Wi1Uc2RqdXR2UjZuZ3M4S1lKTlBhd2ZxYWNQbHptYnVKMDdDQURvT1N6TXMwQXhpSnRPa2lELVd0RW9QUzJHMXlr?oc=5
93,"Golpe al microtráfico en Santiago: 11 detenidos y más de 2,400 gramos de drogas ocupados - CDN","Golpe al microtráfico en Santiago: 11 detenidos y más de 2,400 gramos de drogas ocupados CDN",2026-06-04,Santiago,Narcotráfico,CDN,https://news.google.com/rss/articles/CBMingFBVV95cUxORDVvUnRjY2RDbkozM2FNSVVha2tLdlpRNTBqaVpNczZKaDNMaEdzdkNNZmxZNmQ2RmdLUDRyNTFHdW85Tk40RGNJSjJQV2pxcm40T0V0Z3E2MS1vVEQ5bnBNVGxmVzdCMkVVaTVfSGlSb0EtWEdxT3B2TVAtUncwUWVJcXhwVG9SZnA1cDJKSDEwOUo4N3dackR2aXhmQQ?oc=5
94,Desarticulan punto de acopio y distribución de drogas en Peñalolén: se incautaron sustancias avaluadas en más de $24 millones - Puranoticia.cl,Desarticulan punto de acopio y distribución de drogas en Peñalolén: se incautaron sustancias avaluadas en más de $24 millones Puranoticia.cl,2026-06-26,Peñalolén,Narcotráfico,Puranoticia.cl,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNT2szRXRDMmt4Z3ZjcGtGbGp0X1hJSUgzdFNZejZESGs4VUFkSHprMGd2TlQ5N21EOXpWdUp3elRheEJieGM1a24xS3NEUXlMNF9pcDhPcFRPZjJBRDVsNHVZdE94cFROSk9PckxYdUZXYjV5ZnFzOEoxUHV6UlRTQ3ZVb0cySlM3RndYZ2gwSU1lSHhIbXBYbUloU1pHZmo0WU5wM0pkLTk?oc=5
95,"Detienen a cuatro integrantes de la ""Jauría de Franklin"": banda roba en transporte público de Santiago - BioBioChile","Detienen a cuatro integrantes de la ""Jauría de Franklin"": banda roba en transporte público de Santiago BioBioChile",2026-06-04,Santiago,Robo General,BioBioChile,https://news.google.com/rss/articles/CBMijwJBVV95cUxOa1hsYzZ1a0tHTTIyeXkwQ2hSNDVKTEw5SlEzenBEQmoxZGtBOWJKanl3NVhKY0xMdlZBS0h4SzlPdS05R05pLUc0aG51ODdkb256ZlpSWWRTSHF2U210TzZPM3R2VXRkS0lKR1VBQjNza2pOMEJ5UHpvOU8tRlpwWmpUOWlJTEp2NFNQRG1wMTFNODgydzZndXRRM1ZTeHpHNFp5bk9zWUZFODU5V0ZMUnNyZWF3aVctV29RS3RfY09KZ3BPMmpDWlZpdmx6WUFOamtkWjhFN1RENzJqWExCZW5GOTlicGx5WS1UMHZ4LWtUVVRnWWlucXk4UktUYmplcDBHeUcyMDR0T1hqNHFv?oc=5
96,Detienen a sujeto por lanzar piedras a vehículos en autopista: cuenta con 83 capturas anteriores - BioBioChile,Detienen a sujeto por lanzar piedras a vehículos en autopista: cuenta con 83 capturas anteriores BioBioChile,2026-06-03,Sin identificar,Robo General,BioBioChile,https://news.google.com/rss/articles/CBMiigJBVV95cUxNTVRWU2N3TzJTRHlURWhfc3MzRkM0X3p5d0FiekxZUGk2M195cE1oLW5nby0zZGtWYWxOUE9nQm9NSjZTcUM2R0N5T1MxdFJGY3h1cE1oQVVtQnh2Tm9GYkh1bExTQWxrMUVLUlpUcGVfd0F1OEVsSFdqSndteGNSdUhzZjQwTVN4QkkxdFlSLUJ3YnprZ0xmTHp5bUlycmc3MUxUSGxTLVBaV0pVR0w5UjFaelhmdWF1WVJBcndWU2RsVml5Njdod2tDc2lUYjdkcDJEdGhrQnliRG0zYTlzdnpnX25EVTlycnQ0cjZSMjV4QmJxWDdHMzlDTGNqUkRONEVDRGFROXhlUQ?oc=5
97,Delincuentes robaron local comercial tras acceder realizando un forado en una iglesia - SoyChile.cl,Delincuentes robaron local comercial tras acceder realizando un forado en una iglesia SoyChile.cl,2026-06-10,Sin identificar,Robo General,SoyChile.cl,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPT3kzQi1ua2RuZE1tSmxobk1jY0RyWlc1VVZ4NloxdjVJcGVxSjRZekVGNzNuX2J4Y3NrWXZXRW9ndTE4Y003ME15VU15S1hLeGV0T3FkVnhrTlVoY0tGTEhEbEh0NmpESERKLUI1VUlab2QtaktsZTNOSUpYamRtQ3BoRUtoNnJXM1pRQWdXVk4wYXFjSDNScnc4S0hmUHNvY0pHWkdOSV8wdw?oc=5
98,Gigantesco incendio afectó locales comerciales en el centro de Santiago: habría iniciado en mall chino - BioBioChile,Gigantesco incendio afectó locales comerciales en el centro de Santiago: habría iniciado en mall chino BioBioChile,2026-06-09,Santiago,Robo General,BioBioChile,https://news.google.com/rss/articles/CBMi7AFBVV95cUxPQjUxTDVNZTBSRU1GSTlYOG5fX0lOY1Y4YnJFTnZ3U1B6WGJZQmpfeDc0VjhUTjdUSWZaMHBKeEhzWXBaeEQ3b296T0xUNWNKOVc0dElrMnJzSVA1NE1PSXFyRnFpX3lMQnJWaVVTZEtPMUstQ3J0ckNWNW5sTlRoX3oxZXpaeVl0UEI5elJEbDlVRGtTR3lmNUpmNzZwUXdJQmdLV1pNV2ItXzVVN0ZLNEJHdlBiSjh2UWdydVVNOVVWNXd2MUszOUd5RFZNR2hnQ0YyM05JMG5jd2xjSExpZTZpVWY3WDJNZEU5OQ?oc=5
99,Detienen a dos adolescentes tras frustrado robo a concesionaria automotriz en Vitacura - La Tercera,Detienen a dos adolescentes tras frustrado robo a concesionaria automotriz en Vitacura La Tercera,2026-06-07,Vitacura,Robo General,La Tercera,https://news.google.com/rss/articles/CBMiygFBVV95cUxORzhndUtYVzQ0UXI5Y1F3Y1p1UGg0YUl5UUJpc2V3OXNCU283MmQ5MEp4NF9jYlFsa2o0NGxWNnMxM2NHR3VlcWJyRkVHalJ5bDhHYUxlNnNHNDVvLVplbzNTdzRwTVk2VUNJY0J6MUNTbkR5QVAwQjdPeVF2Yi1QVVdHNUUtZkRnQWdlSjZ1SlhaUW94aFc3cTdRU1gyQnZoaUFHZnlJdk1hLWhqa3VmZ1lYRVBUaWpVblY1SEQ4VE9ZejBSaVhVMTJB0gHrAUFVX3lxTE15a3I3QVpWaFFrMXdiU2NWY3JwRTYxVjU2M3NvLW02cFp6Rm5yMkc4STd6RHhqdGZsTTZzcHRHZ0xCX1R6aXZDaHJybHV4NXBSTk5EUVl5d0MzczNON3JPTEVHc29RWTBuV3lwbDZETVR5dTktZTc2aG56SjdHVlBHV0lzMUVQaU9nby1zaE5KS3dqbWV2Qnp6eHJ2ZzkzNHBJcTJEOE9HNGhCQl9ka04xX05VUzJ5Qm9QX3JZZlQxTVdYRWRKZnNnTEJLbEFFX2tXYS1QZ1JJMC10VlBIUHA0a3Y0eFBobzFtQjA?oc=5
100,Delincuentes hacen forado y desvalijan joyería familiar en Santiago: Robaron más de $80 millones - Meganoticias,Delincuentes hacen forado y desvalijan joyería familiar en Santiago: Robaron más de $80 millones Meganoticias,2026-06-29,Santiago,Robo General,Meganoticias,https://news.google.com/rss/articles/CBMixgFBVV95cUxNZjdYZ0RQM2pDVFJWczkyYlBOWDBFQkgtZF9XNUtvVDZ3NU9kVFVkZU9MX2JRX2JrWjZpTTJJTXZadFlSUHdpM0hUYkV6UklqYW5sSldxSlF0WlhEcmpvSXBTN2I2YjI1M1Z2ZE9JbEI1Q3FwZTFOa3RId3llRHFoYWdkeElrdEJUNDluUnlLTlhBZVF4aWFOMVhMMnlobVRPRnkyZDlSNGhsVG5NS1BTYU9jdkJUNWFyVUItMkloYlJTczBoLWfSAcsBQVVfeXFMTzBjOFM0bDBwelkxQ2tIOXhDMzMzREhvWTk2bVQxV3lZVDlYMzNjLTB5dklxWjBsRThUeVA1MnpETzRvU1h0Q3hFWkxQUkxNdXpuUGJ5M2hQclBmVnVSUFFWQlF5cHA1YzFaSlBzam1lNEtFQk9OSHkwS3VHRkFDTnROYnJnY1pWSExfcnRCOHJXV2plSUx2MlFvSENwQnhGWklBdV9kbHpnRVdPVTB5c0pQSk5VcWxhR043S1A0SF9KbzVOcGQ3aVoxYU0?oc=5
101,“Rico” murió defendiendo a su dueña: violento asalto conmociona a Cerro Navia - Diario Tropezon,“Rico” murió defendiendo a su dueña: violento asalto conmociona a Cerro Navia Diario Tropezon,2026-06-10,Cerro Navia,Robo General,Diario Tropezon,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOM1dDcHRPc1JJQnM3eWZwVGZBSFg1V3h5NWRJVmJLWkNsczRQWVB1eWxGd2RibXRDc0FVNGhXa01fTVVtR3JsWmFPVFdPYklxN3NVMGhhUnRJQlZxUW1ndTBuSjliQXptb09nb3JaOE9LUTJFQ2k3QVpORXA2R0cyMHlzazBYd1M5cWktNUxBdTRXUDlwWjRCZWdaSWd5NTB6SXRkU2V0QlNNMndoSzBCR3hUdm5JNF84UGF0ZEdwYm4?oc=5
102,Detienen a presunto ladrón dentro de casa en Santiago; ya había sido arrestado antes - PostaMx,Detienen a presunto ladrón dentro de casa en Santiago; ya había sido arrestado antes PostaMx,2026-06-25,Santiago,Robo General,PostaMx,https://news.google.com/rss/articles/CBMiswFBVV95cUxNZE44Q2FSNWZtVEJUckFEQ0o1ZXE0ZE9HNEdnN2IzSnAwWEdpNUdPWHA1OFN3R1JtYTh1dERjY2dpUzBJUEdBamdlSWFpMm04WExMVHRKLUZzZlg0aG5LSWYyaV9BY28xdkZPZy1WMTczSTI1NUJiRVdQNnVqbFFrMTNVRGNJSE90R1NYazNiMVlkNkJLdmd1RWk4bEUxREcybE5ESzJCZERWUzlTWVcyUFZmd9IBuAFBVV95cUxOQW5Pa1dHZGR1MjR0bVEyOWJHUXFtNDk3M1BmYXpJOHBMQUhJOW5XcjVxSTY0ejl5UV9wZnpsUmRZS2xCNk51UmR2akFMUExGeVpzWjNvbVpHQTA1SHZaemUxUHZTYWI1MlBEa2I5Q0xVZWRXWkxUa0l2NDNzcFpFeWdwaHhvdzBONnkzME8tdmN4TFFqcHJPWHBPaFBWUU9POHRiQkdfckRkSXRJV19aX3I1SzZwQWdy?oc=5
103,Disparan contra casa en Santiago y dejan amenaza de muerte: víctima acusa extorsión por $10 millones - ADN Radio,Disparan contra casa en Santiago y dejan amenaza de muerte: víctima acusa extorsión por $10 millones ADN Radio,2026-06-10,Santiago,Extorsión,ADN Radio,https://news.google.com/rss/articles/CBMizwFBVV95cUxNTllxNTdjdFBiZkRzYUhHckFnRWpHLUdrZDJRT3NKdGg0LXhpczFKa3gyTnk4ZWk1NGtFSWNPVnZFaVdDdzJOUl9yNXY3MHdGNjNrSnh4T2hvZmN4V3hFV09ib0llWVJJRTV4Q1RqTlYxQXYxVXVJTnhTSnpTRHFLY2tDdE9Cdl85cF9fYmRJS0xUY2k5aEQ0T09xaXpGNnM4NHgzUl9HSWYyWFp2cDF1d2lYcnYxQW9oaUhhb0VIMHBOQzJ6aTExRnNLUlJzMHPSAeMBQVVfeXFMTWoyREtoMmxMUHU5WmlmLW5VSTFfM1VoRU9NWl9yMlQ1bFZXdURVbUdmVGt4bXNlRjRoOWFXQjMtTnN5ajR4MnlsXzdaQ0FGbkFMbktveDFZVGY1TlVTaXMtVmRMTEljMng5ZUhTUkFTRDBqNG1aNzBfRDNKaFZ4ME03NWxVVFFSWF9reDBRamN3R3lTWnN1UjJpOFI0cTJ0NTZCUXZlYjN0cWVQQVNfeTdCdE1Mb2M0QU01aFdweS1rUDk3bDJWZmlwRDJCelloMDBRTEE1N1dqLTdjQXdBaDlLa1U?oc=5
104,Fiscalía revela nueva funcionaria bancaria con vínculo con Tren de Aragua: es ejecutiva de BancoEstado - BioBioChile,Fiscalía revela nueva funcionaria bancaria con vínculo con Tren de Aragua: es ejecutiva de BancoEstado BioBioChile,2026-06-08,Sin identificar,Extorsión,BioBioChile,https://news.google.com/rss/articles/CBMikgJBVV95cUxNMzB4RzFBLVQ2Qzh1QlJrb0tSVVFDQ3BUejgyajgzY2k2SzRlbV9pTXRjVVFRaHpTeFQwNDNPYUxHZDZ3eDJMYmdzNFdtNkQ1NGRySW9UcHluWWFiNlZhb2E1X3NXaUItOUZQa1U4NmZRRGZhblR5R2pWM0g2UnpiYVpDXzh3eC15TW5vam00SzFvRXJCem4xUjYxVXdpUThWMWl2YW0wcnZiaTcwTUZpUzJWUmtOLUdKNE5zcU9ULVBjMVp2enJrYWd2WTBLYng2Y05uOVZjMFB2N2w0b1J2Y0l3dUJlZ05QT284RVZ0cE9IOWV0WVNWWTFTTUlWeC1ER09CZ2FBQ0U5bGdXcTcya1VB?oc=5
105,PDI allana Banco Santander y detiene a un ejecutivo por posible vinculación con el Tren de Aragua - BioBioChile,PDI allana Banco Santander y detiene a un ejecutivo por posible vinculación con el Tren de Aragua BioBioChile,2026-06-02,Sin identificar,Estafa,BioBioChile,https://news.google.com/rss/articles/CBMihwJBVV95cUxQUWJLUHZtTG1MeFJtRW1CQXRNdFJld1dPX0dpUDJwSWNNRHhhcDU1Q1k1U05yZHgybnlMRnhiLXRBalp3Y21XNEdvUXpCbU95UGNxcnpUYWhWemhFM3NSZFJkS05mbWpqdVpXa3ZJSW5nZkF4TlJFQ3ozelY4VEtScXBacm52THcweTN6LVZIU3FaWFVtUGF5SVg2VlJIRDktNVRUVFEweWx2LTRNNGFhWGZURTlGUFA0ZmV0V2ZJNVRUYUtfaWYtdFBIQkdxTlZMS1dpVTYwMXY3YmxTT1VTZDlSY3VlWUZXSWhwWlBLVGRCZTJ1RXFWY2FpQkNiblE3YS1ySnVIOA?oc=5
106,Red del Tren de Aragua blanqueó casi 90 millones de dólares en Chile - PanAm Post,Red del Tren de Aragua blanqueó casi 90 millones de dólares en Chile PanAm Post,2026-06-03,Sin identificar,Estafa,PanAm Post,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNakFsY2htR01aVEhQaVZDTzJuNWRyaUNIdVVVWGtUN1g5TlBYd0pfRTB2aFB4akZHOXdUaTlkS0pVanJGdnEtamtybHBoYjFXWVl5OG5ndWF5MFlaUUdGYnd2Q3VOY3BnNlpvcWF6clhsU0Yzb20tdUZOUEd6ZmthdWtPQ2t2UHVsbE1oTVJVZTVfbVNKOFB1d3hQdldKa2V2NWgwc0pxNTVHSWc?oc=5
107,Hombre de 83 años es detenido tras confesar el femicidio de su esposa en La Pintana - Teletrece,Hombre de 83 años es detenido tras confesar el femicidio de su esposa en La Pintana Teletrece,2026-05-30,La Pintana,VIF/Femicidio,Teletrece,https://news.google.com/rss/articles/CBMisAFBVV95cUxObWJKNlhnRHJJTHhBQlVraG5xcnU4UEYwYV9YZmlBT3pZZmVfV2x6V25aQ0tLcGRDTEM2a2lqckZXZDVTN1ZOc3hORXlyenZMbjlFd2t5UXd0LS11bHk1bmVxREs1M2dKUXgzOW5Ed0RwalZHZTdzR1g4VU9tVDdFcFh5QWI5S3d2dUF2MjgxOVkyNUEwM3BrcTBIRTJOa1NscERkYkdSeThxcTJmVlZXVg?oc=5
108,Capturan a sujeto que prendió fuego al departamento de su expareja e hijos en Santiago Centro - Teletrece,Capturan a sujeto que prendió fuego al departamento de su expareja e hijos en Santiago Centro Teletrece,2026-06-28,Santiago,VIF/Femicidio,Teletrece,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPcW1udXBxWmJLcHl4UUNoUzNyeUN6c1o3c1BfaUFXdk5nY19PRlpuT2c2SFdTVzF5am5NZW1Fdkc2Q3FMOTllVmllVGx6ODN4dkdXX2JwUkVta3dxNXFRQTJHZlRYblRjaGE5N0ViTHkxZllfM1lpMHFZRHljOTJBTlczWUl6bDVYQzFpa0c4a08xbUJrLWxjNXVXb2h5NTN1c0FxYW5MbGtLMm9ZRHhvd1p2RnBRVlZFQmpKdFNzZGdIRWc?oc=5
109,Detienen en Santiago a hombre con orden de aprehensión por violencia familiar - MVS Noticias,Detienen en Santiago a hombre con orden de aprehensión por violencia familiar MVS Noticias,2026-06-10,Santiago,VIF/Femicidio,MVS Noticias,https://news.google.com/rss/articles/CBMizAFBVV95cUxPWFNIT09zeTl5Q1BaYnBOS1laOU1DbWVaUVpKVERMOVlKZ2I3Q2h5WFA2OFJDVERpeFZEMm9IQlBxUUdqMC1RYUN2b1VRaExYeTktQ2NNYUJFZVdxaXowRF9yckNhek1GdkNSbk1QUGtleWlDa0V2QlZUNVFKQjRQRkRQaDY2eU41V1Z5bWJpeXFJeW9BMXQ3UFo1N3hsUElkbGhMSExvZE0tb21NZFY2OVlGaUE3aUt3Y09ZMF83REFYUkoyTGlRcC1MdmLSAcwBQVVfeXFMT1hTSE9Pc3k5eUNQWmJwTktZWjlNQ21lWlFaSlRETDlZSmdiN0NoeVhQNjhSQ1REaXhWRDJvSEJQcVFHajAtUWFDdm9VUWhMWHk5LUNjTWFCRWVXcWl6MERfcnJDYXpNRnZDUm5NUFBrZXlpQ2tFdkJWVDVRSkI0UEZEUGg2NnlONVdWeW1iaXlxSXlvQTF0N1BaNTd4bFBJZGxoTEhMb2RNLW9tTWRWNjlZRmlBN2lLd2NPWTBfN0RBWFJKMkxpUXAtTHZi?oc=5
110,Candidato Santiago Botero fue desalojado de su casa tras impedir el ingreso de su esposa e hijo; tiene una denuncia por violencia intrafamiliar | El Colombiano - El Colombiano,Candidato Santiago Botero fue desalojado de su casa tras impedir el ingreso de su esposa e hijo; tiene una denuncia por violencia intrafamiliar | El Colombiano El Colombiano,2026-05-30,Santiago,VIF/Femicidio,El Colombiano,https://news.google.com/rss/articles/CBMikgFBVV95cUxNSTJHX1ZVdURxWTJfV011cUw3MVAyVEpjWFh3VkVDV3BFbUxCN2gydzhUWmwwRWdIR2VzQW5GLVFZOVhQVnAzY0I5elVlRWxwellPTFFodFYzZEtjYkFIMi1VS1FUSkU0Q251U015ZXlfRUl0TnR0aF9mc3d4cVRwNG8zQWl2cm5LZDZyYjRiLUtKZ9IBlwFBVV95cUxORDNDdktoSklLN1diZmdzVzMwNzUwa2tVcHB3UE5FQkxqY3hLOV95Rkw3LWw1NU1MYTY1QkNnOTJoYkRvNFhqM2UtQXF4LUpXZDJrZmhoWDFFbnZaSWNDaFpHamZnalFCOTRaR0MwUnZBazZBTjFjbEp3SHRxcjdmUTJMLXVsdC1FRk80cFVYZzZVaEY3WjU4?oc=5
111,Detienen a presunto autor del incendio que destruyó un departamento en Santiago - BioBioChile,Detienen a presunto autor del incendio que destruyó un departamento en Santiago BioBioChile,2026-06-28,Santiago,VIF/Femicidio,BioBioChile,https://news.google.com/rss/articles/CBMi9AFBVV95cUxPS3ZyU3Vpa3lNYnVUTFZaNWNvdG5pbjgzZ09oaGY3ekhqY000MjJ6NTlwZmJoOS1zYURiSkJlZFdIb2FjRXRPbHFYRUxRa0R6bF83WkxKOUFQNDFmbF9IeWwzcTBYTjJSRVFaaTVJZV9temo3Tkowc0pxRk9Ic3hvY00zeGw0djlxSDlqZFU5UzMzUkFhLU1UV0pLYVJtUWZMVXlYRkwtcWdnTXZobVVPVDRhWmVqNE9uSnpnekJFcE1NeE9faEVMdVd3Yi0tS08yVktTUW04azlmbG5ZZ05CSDRKOTJXajZ1cFBsR2hQNmZZdzVy?oc=5
112,Video | Candidato presidencial Santiago Botero fue desalojado por la Policía de lujoso apartamento en Cartagena: lo señalan de violencia intrafamiliar - ELTIEMPO.com,Video | Candidato presidencial Santiago Botero fue desalojado por la Policía de lujoso apartamento en Cartagena: lo señalan de violencia intrafamiliar ELTIEMPO.com,2026-05-30,Santiago,VIF/Femicidio,ELTIEMPO.com,https://news.google.com/rss/articles/CBMirAJBVV95cUxOTlk2RU1sWDctSjk3Xy01QlI1bVY2YW5KNzRBMWEyMDk2Y0FkMllyempMT1F5dFNsRlRKeGJtUVh2QldGNy1FZ1AtT0pjREtsNzU1WDNRSGcwMGR6WkhNSjlOOVI4eElfRG1leWVnR3IycVd1YUtwX2NmcDhwd2IxcnZDYjRiaEg5NDRGMVMzS3ZWRE02Mm9Ba1FPUk5YMnhIcEc5cmE4ejFwNThKeTVIbGVCM0FoWnhHY19qdlQyQ3FISk4yMGE2Yy1KcENXbEM5TXhyV0Y5ZzlRSUdjYW9jVWhCQ2sxT1Q0cGEtX3FvVHFFbmFEeHF2U3ptcWw1R3d0MGdfSjN3d2E5T3RraUdYRGVuNjFnTm8wa1A5TGZLb19selVZWHR0Q3VtLXLSAbICQVVfeXFMT1hmektCTlN1bTZpM2dsRVZMSVVZc0lzcVRCMFZheXNWSkJRbVh3VlpoNHZ1b2JZaVFxYjdYdzIwLXVJVDBHdVlyd19GZUlQdExINEZmaXV4cHhRVUo0U19MVXU2czNzWF8wN1BKQ1NRR0VpdW1udU14cU1zNFVnRDlNTUZKYzA2bTJEN0N1M2RzTnhvNGp2UWVpV3pfYXctYUdnVUswWTBQOUxGSFByR3NLUlY4aVRzdVFQeXhvWEZOaHF4N1RaalJpUmhHNzhaaHo4RnZENVlxUjZfYWVRTHl3Q0ZPbUgyc3B2dy1OUFhNRWZlV1d0N1ZQY1VLQUdqLW5XMTJ1Q2RGN1kyR0tCTFRHeDcyd05vOEZ1Y25qX044ZFpqMmFFN0FlVFI5NVZ2YTBB?oc=5
